sample_id,hiseq_id,library,observed_stage,stage,sex,site_shrt,region,site,year,month,latitude,longitude,pcl,fl,tl
BB-16-479,EGM_10-82,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,460,515,650
BB-16-485,EGM_10-83,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,470,520,640
BB-16-471,EGM_10-84,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,500,550,690
BB-16-474,EGM_10-85,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,500,550,690
BB-16-478,EGM_10-86,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,460,510,650
BB-16-488,EGM_10-87,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,510,570,720
BB-16-486,EGM_10-88,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,470,520,650
BB-16-487,EGM_10-89,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,28.99463,-82.82993,470,530,660
BB-16-470,EGM_10-90,10,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06584,-82.88589,470,525,670
BB-16-462,EGM_10-91,10,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2016,AUG,29.06528,-82.87471,500,550,690
AD_052312BL02036,EGM_1-10,01,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,705,787,787
GN_023201801009,EGM_11-05,11,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,620,690,773
2019-1014-05-08,EGM_11-07,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2019,OCT,27.56278,-82.57894,530,600,700
2019-0624-07-05,EGM_11-08,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2019,JUN,27.56019,-82.5855,430,480,580
AB-18-111,EGM_11-10,11,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65876,-84.96178,460,520,650
AB-18-119,EGM_11-13,11,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,JUL,29.65876,-84.96178,440,490,610
2018-1127-02-01,EGM_11-19,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,NOV,27.55365,-82.59515,560,630,760
2019-1014-08-03,EGM_11-20,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2019,OCT,27.5304,-82.60235,520,590,710
JG_726,EGM_11-22,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2017,JUL,27.567,-82.57458,440,490,610
JG_725,EGM_11-23,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,JUL,27.567,-82.57458,440,490,600
JG_724,EGM_11-24,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2017,JUL,27.567,-82.57458,420,460,570
JG_723,EGM_11-25,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,JUL,27.567,-82.57458,440,480,610
JG_722,EGM_11-26,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2017,JUL,27.567,-82.57458,570,630,770
JG_721,EGM_11-27,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2017,JUL,27.56597,-82.56822,440,480,570
JG_694,EGM_11-28,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2017,JUN,27.5655,-82.56757,430,490,590
JG_693,EGM_11-29,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,JUN,27.5655,-82.56757,420,470,560
JG_692,EGM_11-30,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,JUN,27.56653,-82.56794,430,470,550
JG_691,EGM_11-31,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,JUN,27.57434,-82.56835,420,460,560
JG_5265,EGM_11-32,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,MAY,27.55885,-82.57265,430,480,570
JG_5264,EGM_11-33,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,MAY,27.55885,-82.57265,440,490,580
JG_5263,EGM_11-34,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,MAY,27.55885,-82.57265,400,450,550
JG_5262,EGM_11-35,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,MAY,27.55885,-82.57265,390,440,540
JG_5261,EGM_11-36,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2017,MAY,27.55885,-82.57265,410,460,550
JG_7090525,EGM_11-37,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,460,520,640
JG_7090520,EGM_11-38,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,460,520,630
JG_10010702,EGM_11-42,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,OCT,27.55774,-82.58853,510,570,670
JG_10010701,EGM_11-43,11,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,OCT,27.55774,-82.58853,490,540,630
JG_5233,EGM_11-44,11,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,440,490,590
AD_101613BL03022,EGM_1-30,01,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2013,OCT,30.28669,-88.17136,523,585,656
CQ_051512GN4015,EGM_1-32,01,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2012,MAY,30.41272,-88.33042,720,800,800
GN_017201301007,EGM_1-36,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,545,610,684
GN_017201301008,EGM_1-37,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,550,615,689
GN_017201301010,EGM_1-38,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,570,620,695
GN_017201301011,EGM_1-39,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,560,620,695
GN_029201401007,EGM_1-40,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,JUL,29.63772,-85.18527,460,505,566
GN_017201301014,EGM_1-41,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,530,590,661
GN_018201301001,EGM_1-42,01,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2013,MAY,29.64525,-85.18441,550,615,689
GN_018201301002,EGM_1-44,01,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2013,MAY,29.64525,-85.18441,560,620,695
GN_017201301001,EGM_1-45,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,570,635,712
GN_017201301002,EGM_1-46,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,585,650,729
GN_017201301006,EGM_1-47,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,560,620,695
GN_006201401019,EGM_1-49,01,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,MAY,29.63453,-85.16574,535,595,667
GN_021201401028,EGM_1-64,01,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,JUN,29.66968,-85.21169,545,605,678
AD_052312BL02038,EGM_2-10,02,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,679,757,757
AD_052312BL02011,EGM_2-12,02,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,710,785,785
AD_052312BL02012,EGM_2-13,02,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,709,790,790
AD_072413BL02058,EGM_2-16,02,NA,YOY,F,MOB,EGoM,Mobile_Bay,2013,JUL,30.24216,-88.334,635,705,790
AD_072413BL02054,EGM_2-17,02,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2013,JUL,30.24216,-88.334,620,681,763
AD_061312BL01022,EGM_2-18,02,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2012,JUN,30.25262,-88.33157,640,715,801
GN_029201401014,EGM_2-32,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,AUG,29.63772,-85.18527,390,435,488
GN_007201401019,EGM_2-33,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,MAY,29.65305,-85.17549,505,560,628
GN_021201401026,EGM_2-34,02,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,JUN,29.66968,-85.21169,540,600,673
GN_021201401028,EGM_2-35,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,JUN,29.66968,-85.21169,545,605,678
GN_017201301016,EGM_2-39,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,MAY,29.6573,-85.18136,570,625,701
GN_033201301012,EGM_2-41,02,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2013,APR,29.66598,-85.20824,450,510,572
GN_084201401011,EGM_2-48,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,OCT,29.66772,-85.20775,480,525,589
GN_017201301005,EGM_2-49,02,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,560,630,706
GN_084201401013,EGM_2-50,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,OCT,29.66772,-85.20775,440,490,549
GN_070201401017,EGM_2-52,02,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,SEP,29.64921,-85.17651,475,530,594
GN_029201401010,EGM_2-54,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,AUG,29.63772,-85.18527,430,480,538
GN_029201401016,EGM_2-55,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,AUG,29.63772,-85.18527,440,490,549
GN_006201401004,EGM_2-57,02,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2014,MAY,29.63453,-85.16574,540,600,673
GN_017201301004,EGM_2-58,02,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2013,APR,29.6573,-85.18136,560,620,695
WI_072214BL03034,EGM_3-01,03,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2014,JUL,30.29728,-87.99022,585,640,717
GN_033201301014,EGM_3-28,03,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2013,APR,29.66598,-85.20824,380,415,465
GN_020201501016,EGM_3-33,03,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2015,OCT,29.65508,-85.2108,560,610,684
GN_064201501005,EGM_3-36,03,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2015,OCT,29.63538,-85.16218,480,530,594
GN_010201501014,EGM_3-37,03,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66245,-85.19763,490,540,605
GN_010201501011,EGM_3-38,03,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66245,-85.19763,520,580,650
GN_010201501009,EGM_3-39,03,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66245,-85.19763,520,580,650
GN_057201501004,EGM_3-40,03,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2015,OCT,29.66943,-85.21402,630,695,779
BB-14-454,EGM_3-49,03,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,380,430,540
BB-14-455,EGM_3-50,03,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,390,430,550
BB-14-457,EGM_3-51,03,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,430,480,610
BB-14-460,EGM_3-52,03,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01114,-82.79175,410,450,570
BB-14-462,EGM_3-53,03,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,410,455,570
C_O061416GN02006,EGM_4-03,04,NA,YOY,F,MOB,EGoM,Mobile_Bay,2016,JUN,30.2464,-88.20017,565,628,704
WI_093014BL01005,EGM_4-19,04,NA,YOY,F,MOB,EGoM,Mobile_Bay,2014,SEP,30.23965,-88.34035,659,637,714
GN_006201401005,EGM_4-20,04,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,MAY,29.63453,-85.16574,570,640,717
BB-14-463,EGM_4-21,04,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,430,485,620
BB-14-464,EGM_4-22,04,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,420,470,600
BB-14-465,EGM_4-23,04,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,450,490,620
BB-14-466,EGM_4-24,04,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,400,440,560
BB-14-467,EGM_4-25,04,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,470,520,660
BB-14-468,EGM_4-26,04,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,420,465,590
BB-14-469,EGM_4-27,04,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,400,440,560
BB-14-470,EGM_4-28,04,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,410,450,570
BB-14-471,EGM_4-29,04,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,440,490,620
BB-14-473,EGM_4-30,04,YOY,YOY,F,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,400,440,560
BB-14-474,EGM_4-31,04,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.01616,-82.80125,460,510,650
BB-14-492,EGM_4-32,04,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2014,JUL,29.07375,-82.82462,410,460,580
C_O061416GN01002,EGM_5-13,05,NA,YOY,F,MOB,EGoM,Mobile_Bay,2016,JUN,30.24428,-88.15089,605,660,740
WI_092916BL04006,EGM_5-17,05,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2016,SEP,30.42861,-87.92444,583,645,723
BB-15-425,EGM_5-30,05,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.10881,-83.05331,470,520,660
BB-15-406,EGM_5-31,05,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.0122,-82.90031,470,530,665
BB-15-408,EGM_5-39,05,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.0122,-82.90031,470,520,622
BB-15-437,EGM_5-42,05,YOY,YOY,M,WAB,EGoM,Waccasassa_Bay,2015,AUG,29.10881,-83.05331,510,570,720
C_O061416GN02006,EGM_6-01,06,NA,YOY,F,MOB,EGoM,Mobile_Bay,2016,JUN,30.2464,-88.20017,565,628,704
AD_052312BL02016,EGM_6-05,06,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,710,790,790
AD_052312BL02017,EGM_6-06,06,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2012,MAY,30.29029,-87.99451,600,670,670
JG_2016014,EGM_6-13,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56437,-82.5698,430,480,590
JG_2015005,EGM_6-14,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56627,-82.57234,370,410,510
JG_2016006,EGM_6-15,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56631,-82.57346,450,500,610
JG_2016015,EGM_6-16,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,450,500,610
JG_2015016,EGM_6-17,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56453,-82.57017,400,440,550
JG_2015017,EGM_6-18,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56453,-82.57017,380,430,530
JG_2015018,EGM_6-19,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56446,-82.57024,430,480,580
JG_2015019,EGM_6-20,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56446,-82.57024,380,420,520
JG_2015020,EGM_6-21,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56446,-82.57024,400,440,540
JG_2015021,EGM_6-22,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56429,-82.57034,390,440,550
JG_2015022,EGM_6-23,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56429,-82.57034,420,470,590
JG_2015023,EGM_6-24,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56429,-82.57034,430,480,590
JG_2016034,EGM_6-25,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,470,530,640
JG_2016031,EGM_6-26,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,450,490,620
JG_2016032,EGM_6-27,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,450,500,620
JG_2016033,EGM_6-28,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,420,470,570
JG_2016035,EGM_6-29,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,430,480,580
JG_2016005,EGM_6-32,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56631,-82.57346,460,570,630
JG_2015014,EGM_6-33,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56453,-82.57017,420,470,580
JG_2016018,EGM_6-34,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,390,430,530
JG_2016026,EGM_6-35,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,410,460,560
JG_2016022,EGM_6-36,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,490,540,660
JG_2015015,EGM_6-37,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2015,MAY,27.56672,-82.57394,400,440,550
JG_2016027,EGM_6-38,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,420,470,570
JG_2016025,EGM_6-39,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56347,-82.57019,420,470,580
JG_2016007,EGM_6-40,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56631,-82.57346,420,460,580
JG_2016008,EGM_6-41,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56631,-82.57346,380,430,510
JG_2016011,EGM_6-42,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56631,-82.57346,430,480,590
CLIM 02 28/VIII/14,EGM_6-43,06,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2014,AUG,29.83446,-84.487,400,445,560
JG_2016007,EGM_6-44,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56631,-82.57346,420,460,580
JG_2016022,EGM_6-45,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,490,540,660
JG_2016005,EGM_6-46,06,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56631,-82.57346,460,570,630
JG_2016027,EGM_6-47,06,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.56617,-82.57372,420,470,570
PO051518GN02-001,EGM_7-01,07,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2018,MAY,30.33861,-88.38139,400,440,556
WI_033018BL04046,EGM_7-02,07,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2018,MAR,30.33861,-88.38139,582,641,794
WI_042418BL02027_P1,EGM_7-03,07,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2018,APR,30.33861,-88.38139,408,450,505
PO051518GN02-001,EGM_7-04,07,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2018,MAY,30.33861,-88.38139,400,440,556
PO051518GN02-002,EGM_7-05,07,YOY,YOY,M,MOB,EGoM,Mobile_Bay,2018,MAY,30.25417,-88.20583,390,430,540
WI_033018BL04046,EGM_7-06,07,YOY,YOY,F,MOB,EGoM,Mobile_Bay,2018,MAR,30.33861,-88.38139,582,641,794
JG_5231,EGM_8-03,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,370,410,510
JG_52310,EGM_8-04,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,410,460,560
JG_52311,EGM_8-05,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,410,460,560
JG_7090562,EGM_8-06,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,470,520,640
JG_7090537,EGM_8-07,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,450,510,620
JG_7090525,EGM_8-08,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,460,520,640
JG_7090520,EGM_8-09,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,460,520,630
JG_7090518,EGM_8-10,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,470,540,630
JG_7090517,EGM_8-11,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,460,520,640
JG_7090504,EGM_8-12,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,600,670,820
JG_7090502,EGM_8-13,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.54906,-82.58159,470,520,640
JG_5232,EGM_8-14,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,570,630,780
JG_5234,EGM_8-15,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,410,460,550
JG_5235,EGM_8-16,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,390,430,530
JG_5237,EGM_8-17,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,420,480,570
JG_6140408,EGM_8-18,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUN,27.55791,-82.58922,410,460,560
JG_52312,EGM_8-19,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,MAY,27.5611,-82.5714,420,470,570
JG_7030502,EGM_8-26,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.56425,-82.57063,390,440,530
JG_7030501,EGM_8-29,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2018,JUL,27.56425,-82.57063,470,530,640
GN_015201601001,EGM_8-42,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,MAY,29.63823,-85.19163,650,720,807
GN_061201601003,EGM_8-43,08,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,570,630,706
GN_016201601008,EGM_8-44,08,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,420,470,527
GN_016201601005,EGM_8-45,08,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,600,660,740
GN_015201601002,EGM_8-46,08,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.63823,-85.19163,560,630,706
GN_016201601010,EGM_8-47,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,570,630,706
GN_061201601005,EGM_8-48,08,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,650,700,785
GN_016201601004,EGM_8-49,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,MAY,29.66568,-85.19273,450,500,561
GN_061201601012,EGM_8-50,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,570,625,701
GN_014201601001,EGM_8-51,08,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,MAY,29.63413,-85.16287,510,560,628
GN_064201601003,EGM_8-52,08,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66342,-85.23452,590,660,740
GN_079201601014,EGM_8-53,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,SEP,29.64868,-85.21055,570,630,706
GN_063201601003,EGM_8-54,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.67265,-85.22525,620,685,768
GN_061201601016,EGM_8-55,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,650,720,807
GN_061201601004,EGM_8-56,08,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2016,JUL,29.66838,-85.20332,600,655,734
JG_2016021,EGM_8-67,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,440,470,590
JG_2016024,EGM_8-68,08,YOY,YOY,F,TCB,EGoM,Terra_Ceia_Bay,2016,JUN,27.5662,-82.57405,440,480,600
JG_10272,EGM_8-70,08,YOY,YOY,M,TCB,EGoM,Terra_Ceia_Bay,2017,OCT,27.56482,-82.58192,550,620,760
GN_023201801003,EGM_9-02,09,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,590,660,740
GN_023201801006,EGM_9-03,09,YOY,YOY,M,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,560,620,695
GN_023201801003,EGM_9-06,09,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,590,660,740
GN_023201801005,EGM_9-08,09,YOY,YOY,F,APB,EGoM,Apalachicola_Bay,2018,MAY,29.66847,-85.22132,565,630,706
TX_55512,WGM_10-01,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2017,SEP,27.7825,-97.19274,NA,680,763
TX_2019523,WGM_10-02,10,NA,YOY,M,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,555,624,761
TX_2019526,WGM_10-03,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,SEP,27.726,-97.15867,562,625,756
TX_55690,WGM_10-04,10,NA,YOY,F,CCB,WGoM,Corpus_Christi_Bay,2019,JUN,27.94139,-97.03389,NA,482,542
